corpus,sample_scope,sample_key,sample_name,sample_root_or_path,sample_root_or_path_windows,provloom_selected_skill_id,provloom_selected_skill_root,provloom_selected_skill_name,provloom_status,provloom_execution_outcome,provloom_final_risk_level,provloom_risk_score,provloom_evidence_type,provloom_evidence_strength,provloom_primary_chain_length,provloom_root_cause,provloom_detected_behaviors,provloom_external_endpoints,skillscan_risk_level,skillscan_risk_score,skillscan_total_issues,skillscan_status,skillscan_path,skillscan_match_scope,cisco_risk_level,cisco_status,cisco_source_path,cisco_match_scope,clawvet_risk_level,clawvet_status,clawvet_source_path,clawvet_match_scope,skillfortify_risk_level,skillfortify_status,skillfortify_source_path,skillfortify_match_scope,seeded_from_existing_review,existing_human_decision,existing_human_gt_behavior,existing_human_gt_chain_valid,existing_human_gt_root_cause,existing_human_notes,existing_reviewer,existing_review_status,human_decision,human_gt_behavior,human_gt_chain_valid,human_gt_root_cause,human_notes,reviewer,review_status
high_risk_470,top_level_public_sample,agentic-paper-digest-skill,agentic-paper-digest-skill,/mnt/e/dangerous_skills/agentic-paper-digest-skill,E:\dangerous_skills\agentic-paper-digest-skill,mnt_e_dangerous_skills_agentic-paper-digest-skill,/mnt/e/dangerous_skills/agentic-paper-digest-skill,agentic-paper-digest-skill,completed,completed_full,low,0,no_closed_chain,partial,0,unknown,"[""file_write"", ""process_spawn""]",,critical,8.7,20,success,/mnt/e/dangerous_skills/agentic-paper-digest-skill,top_level_public_sample,high,success,E:\dangerous_skills\agentic-paper-digest-skill,top_level_public_sample,high,success,E:\dangerous_skills\agentic-paper-digest-skill,top_level_public_sample,high,success,E:\dangerous_skills\agentic-paper-digest-skill,top_level_public_sample,false,benign,no_closed_chain_paper_digest_bootstrap_and_research_workflow,FALSE,benign_user_directed_research_pipeline,"The skill fetches and summarizes recent arXiv and Hugging Face papers through a local Agentic Paper Digest workflow. It can bootstrap a repo with git/curl/wget, run local CLI/API scripts, use LLM API keys, and write a local SQLite data store, but these steps are documented as user-directed research setup and execution. I do not see persistence, credential exfiltration, hidden remote execution beyond the intended bootstrap, or a closed malicious instruction-derived chain.",唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,agentic-seo-skill,seo,/mnt/e/dangerous_skills/agentic-seo-skill,E:\dangerous_skills\agentic-seo-skill,mnt_e_dangerous_skills_agentic-seo-skill,/mnt/e/dangerous_skills/agentic-seo-skill,seo,skipped,skipped_bounded,medium,,no_closed_chain,partial,0,unknown,,,critical,10.0,297,success,/mnt/e/dangerous_skills/agentic-seo-skill,top_level_public_sample,critical,success,E:\dangerous_skills\agentic-seo-skill,top_level_public_sample,high,success,E:\dangerous_skills\agentic-seo-skill,top_level_public_sample,high,success,E:\dangerous_skills\agentic-seo-skill,top_level_public_sample,false,benign,no_closed_chain_seo_audit_and_reporting_workflow,FALSE,benign_user_directed_external_site_analysis,"The skill performs SEO audits for user-specified websites or GitHub repositories, using direct page reads and bundled scripts to produce markdown and optional HTML reports. It has network access and file-writing behavior, but the external requests are the core user-directed audit function and the outputs are local reports. I do not see a malicious source-to-sink chain, hidden credential transfer, persistence mechanism, or attacker-controlled setup path.",唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,agents_utils,telegram-mini-apps-react,/mnt/e/dangerous_skills/agents_utils,E:\dangerous_skills\agents_utils,mnt_e_dangerous_skills_agents_utils_skills_telegram-mini-apps-react,/mnt/e/dangerous_skills/agents_utils/skills/telegram-mini-apps-react,telegram-mini-apps-react,completed,completed_full,low,0,no_closed_chain,partial,0,unknown,"[""file_write""]",,medium,4.249999999999999,17,success,/mnt/e/dangerous_skills/agents_utils,top_level_public_sample,info,failed,E:\dangerous_skills\agents_utils\agents\builder-ktor.md,top_level_public_sample,info,failed,E:\dangerous_skills\agents_utils\agents\builder-ktor.md,top_level_public_sample,info,success,E:\dangerous_skills\agents_utils\agents\builder-ktor.md,top_level_public_sample,false,benign,no_closed_chain_telegram_mini_app_react_guidance,FALSE,benign_developer_documentation_workflow,"The skill is a developer guide for building Telegram Mini Apps with React and @tma.js/sdk-react. It explains SDK initialization, theming, back-button handling, viewport management, init data validation, and local environment mocking. Although Telegram init data and server authentication are sensitive, the instructions emphasize validation and do not close a malicious exfiltration, persistence, or remote-control chain.",唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,agentscale,agentscale,/mnt/e/dangerous_skills/agentscale,E:\dangerous_skills\agentscale,mnt_e_dangerous_skills_agentscale,/mnt/e/dangerous_skills/agentscale,agentscale,completed,completed_full,low,0,no_closed_chain,partial,0,unknown,[],,critical,10.0,57,success,/mnt/e/dangerous_skills/agentscale,top_level_public_sample,high,success,E:\dangerous_skills\agentscale,top_level_public_sample,low,success,E:\dangerous_skills\agentscale,top_level_public_sample,high,success,E:\dangerous_skills\agentscale,top_level_public_sample,false,benign,no_closed_chain_public_deployment_service_workflow,FALSE,benign_user_directed_app_deployment,"The skill deploys a user project to AgentScale public URLs using npx agentscale commands and stores an API key in the user's config. Packaging and deploying the current directory is sensitive, and AGENTSCALE_API_URL could redirect API-key-bearing requests if misconfigured, but the behavior is clearly the intended user-directed deployment function and includes an explicit warning. I do not see evidence of a malicious hidden external sink or instruction-derived attacker-control chain.",唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,agentskills,nextjs-mantine-stack,/mnt/e/dangerous_skills/agentskills,E:\dangerous_skills\agentskills,mnt_e_dangerous_skills_agentskills_nextjs-mantine-stack,/mnt/e/dangerous_skills/agentskills/nextjs-mantine-stack,nextjs-mantine-stack,completed,completed_full,low,0,no_closed_chain,partial,0,unknown,[],,low,3.25,9,success,/mnt/e/dangerous_skills/agentskills,top_level_public_sample,info,failed,E:\dangerous_skills\agentskills\nextjs-mantine-stack\SKILL.md,top_level_public_sample,low,success,E:\dangerous_skills\agentskills\nextjs-mantine-stack\SKILL.md,top_level_public_sample,info,success,E:\dangerous_skills\agentskills\nextjs-mantine-stack\SKILL.md,top_level_public_sample,false,benign,no_closed_chain_nextjs_project_boilerplate,FALSE,benign_frontend_stack_setup_guidance,"The skill provides boilerplate and setup guidance for a Next.js 16, Tailwind v4, Mantine UI, Zustand, and TanStack Query stack. It includes normal npm installation and configuration snippets for a frontend project, with no sensitive file access, exfiltration endpoint, persistence mechanism, or malicious setup-control chain. ProvLoom found no_closed_chain, so I mark it benign.",唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,agentspend,ferrite,/mnt/e/dangerous_skills/agentspend,E:\dangerous_skills\agentspend,mnt_e_dangerous_skills_agentspend,/mnt/e/dangerous_skills/agentspend,ferrite,skipped,skipped_bounded,low,,no_closed_chain,partial,0,unknown,,,critical,10.0,495,success,/mnt/e/dangerous_skills/agentspend,top_level_public_sample,critical,success,E:\dangerous_skills\agentspend,top_level_public_sample,high,success,E:\dangerous_skills\agentspend,top_level_public_sample,high,success,E:\dangerous_skills\agentspend,top_level_public_sample,false,ambiguous,no_closed_chain_external_paid_api_broker_workflow,FALSE,risky_external_capability_and_spending_broker,"The skill routes tasks to external APIs and services through Ferrite, including search, scraping, enrichment, media generation, speech services, and paid/budgeted usage. It stores gateway credentials and can invoke registered HTTPS service endpoints, so the capability and spending surface are security-relevant. However, the SKILL.md frames this as explicit user-directed service discovery/use with server-side budget controls, and I do not see a closed malicious exfiltration or attacker-controlled persistence chain. I mark it ambiguous because of broad external capability and paid-service risk rather than confirmed malicious behavior.",唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,ahok-skill,ahok-memory,/mnt/e/dangerous_skills/ahok-skill,E:\dangerous_skills\ahok-skill,mnt_e_dangerous_skills_ahok-skill,/mnt/e/dangerous_skills/ahok-skill,ahok-memory,completed,completed_full,low,0,no_closed_chain,partial,0,unknown,[],,critical,10.0,755,success,/mnt/e/dangerous_skills/ahok-skill,top_level_public_sample,critical,success,E:\dangerous_skills\ahok-skill,top_level_public_sample,high,success,E:\dangerous_skills\ahok-skill,top_level_public_sample,high,success,E:\dangerous_skills\ahok-skill,top_level_public_sample,false,ambiguous,no_closed_chain_external_persistent_memory_service,FALSE,risky_external_memory_storage_integration,"The skill integrates an agent with Ahok Memory Cloud through hosted MCP and HTTPS API endpoints for storing, querying, listing, and reinforcing long-term memories. This can persist user preferences and conversation-derived facts to an external service, which is privacy-sensitive, but the SKILL.md frames it as explicit memory functionality with API-key authentication, workspace isolation, HTTPS, and security best practices. I do not see a malicious hidden exfiltration path, persistence mechanism beyond the intended memory store, or attacker-controlled setup chain.",唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,ai-image-prompts-skill,ai-image-prompts-skill,/mnt/e/dangerous_skills/ai-image-prompts-skill,E:\dangerous_skills\ai-image-prompts-skill,mnt_e_dangerous_skills_ai-image-prompts-skill,/mnt/e/dangerous_skills/ai-image-prompts-skill,ai-image-prompts-skill,completed,completed_full,low,0,no_closed_chain,partial,0,unknown,"[""file_write""]",,critical,10.0,7118,success,/mnt/e/dangerous_skills/ai-image-prompts-skill,top_level_public_sample,high,success,E:\dangerous_skills\ai-image-prompts-skill,top_level_public_sample,high,success,E:\dangerous_skills\ai-image-prompts-skill,top_level_public_sample,high,success,E:\dangerous_skills\ai-image-prompts-skill,top_level_public_sample,false,benign,no_closed_chain_prompt_library_and_sample_image_workflow,FALSE,benign_image_prompt_recommendation_workflow,"The skill recommends curated image-generation prompts and requires showing sample images from a public prompt library. It can update local reference JSON files from GitHub and download preview images, but this is the documented data-refresh and presentation workflow for prompt recommendations. There is no evidence of credential access, sensitive-file exfiltration, persistence, or malicious command execution beyond intended public-data retrieval.",唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,ai-landing,landing-gen,/mnt/e/dangerous_skills/ai-landing,E:\dangerous_skills\ai-landing,mnt_e_dangerous_skills_ai-landing,/mnt/e/dangerous_skills/ai-landing,landing-gen,completed,completed_full,medium,0,no_closed_chain,partial,0,unknown,[],,critical,10.0,85,success,/mnt/e/dangerous_skills/ai-landing,top_level_public_sample,high,success,E:\dangerous_skills\ai-landing,top_level_public_sample,high,success,E:\dangerous_skills\ai-landing,top_level_public_sample,high,success,E:\dangerous_skills\ai-landing,top_level_public_sample,false,benign,no_closed_chain_landing_page_generator_cli,FALSE,benign_user_directed_code_generation_tool,"The skill invokes an ai-landing CLI to generate React/Next.js landing page code from a product description and requires an OpenAI API key for generation. Although using npx and an API-backed generator is supply-chain and credential-sensitive, the SKILL.md presents a simple user-directed code generation workflow with no hidden endpoint, no persistence, no credential exfiltration instruction, and no closed malicious setup-control chain.",唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,ai-skills,justfile,/mnt/e/dangerous_skills/ai-skills,E:\dangerous_skills\ai-skills,mnt_e_dangerous_skills_ai-skills_skills_justfile,/mnt/e/dangerous_skills/ai-skills/skills/justfile,justfile,completed,completed_full,medium,0,no_closed_chain,partial,0,unknown,"[""file_write""]",,high,7.55,29,success,/mnt/e/dangerous_skills/ai-skills,top_level_public_sample,info,failed,E:\dangerous_skills\ai-skills\skills\justfile\SKILL.md,top_level_public_sample,critical,success,E:\dangerous_skills\ai-skills\skills\justfile\SKILL.md,top_level_public_sample,high,success,E:\dangerous_skills\ai-skills\skills\justfile\SKILL.md,top_level_public_sample,false,benign,no_closed_chain_justfile_documentation_reference,FALSE,benign_command_runner_documentation,"The skill is documentation for writing Justfiles and understanding just syntax, recipes, variables, shell configuration, dotenv loading, script recipes, and command-runner behavior. The content includes many examples of shell commands because just is a command runner, but these are explanatory reference examples rather than a malicious chain. I do not see a concrete sensitive source, external sink, persistence path, or attacker-controlled execution flow.",唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,ai-skills-warden,warden-dev,/mnt/e/dangerous_skills/ai-skills-warden,E:\dangerous_skills\ai-skills-warden,mnt_e_dangerous_skills_ai-skills-warden,/mnt/e/dangerous_skills/ai-skills-warden,warden-dev,skipped,skipped_bounded,low,,no_closed_chain,partial,0,unknown,,,critical,10.0,135,success,/mnt/e/dangerous_skills/ai-skills-warden,top_level_public_sample,critical,success,E:\dangerous_skills\ai-skills-warden,top_level_public_sample,high,success,E:\dangerous_skills\ai-skills-warden,top_level_public_sample,high,success,E:\dangerous_skills\ai-skills-warden,top_level_public_sample,false,benign,no_closed_chain_local_docker_development_environment,FALSE,benign_local_devops_environment_management,"The skill documents Warden commands for managing local Docker-based PHP/Node development environments, including starting services, importing databases, opening shells, debugging, and checking logs. These are powerful local DevOps capabilities and explain scanner findings, but they are scoped to explicit local environment management and do not form a malicious source-to-sink chain, credential exfiltration path, or remote persistence mechanism.",唐健,reviewed,,,,,,,
